   1.3900000e+02   7.7000000e+01   2.4714706e+00
   1.4200000e+02   1.2700000e+02  -3.1052450e+00
   9.8000000e+01   7.0000000e+01  -4.4159236e-01
   6.0000000e+01   7.2000000e+01  -5.4491456e-02
   5.5000000e+01   1.0800000e+02  -2.9971511e+00
   1.3400000e+02   1.2100000e+02  -2.9617392e+00
   1.1300000e+02   8.5000000e+01  -3.8050638e-01
   1.2700000e+02   9.3000000e+01  -3.6347621e-02
   1.2600000e+02   1.1900000e+02  -3.0329314e+00
   1.5700000e+02   9.8000000e+01  -5.5368132e-01
   1.5300000e+02   1.3000000e+02  -2.8753406e+00
   7.6000000e+01   1.2400000e+02  -3.0509328e+00
   5.3000000e+01   1.1800000e+02  -1.2659213e-01
   2.4300000e+02   1.3000000e+02  -1.3734008e+00
   3.2000000e+01   1.4100000e+02  -2.9267773e+00
   2.3400000e+02   1.2500000e+02   1.7681919e+00
   1.3600000e+02   1.4200000e+02  -2.8753406e+00
   1.5000000e+02   1.3000000e+02   3.9608144e-01
   8.4000000e+01   1.3200000e+02   2.3210384e-01
   9.1000000e+01   1.5600000e+02  -2.8418166e+00
   1.7500000e+02   1.7500000e+02  -2.1875976e+00
   3.0000000e+01   1.4500000e+02   4.0489179e-01
   6.5000000e+01   1.4600000e+02   3.4877100e-01
   1.3600000e+02   1.9600000e+02  -2.7301364e+00
   1.4400000e+02   1.5800000e+02   7.1027101e-01
   1.0900000e+02   1.7900000e+02  -2.7301364e+00
   1.8800000e+02   1.8400000e+02   9.5399510e-01
   8.4000000e+01   2.0400000e+02  -2.6563657e+00
   1.1400000e+02   1.8800000e+02   2.4925214e-01
   1.2400000e+02   2.0700000e+02  -2.4558631e+00
   1.2400000e+02   1.9200000e+02   5.5368132e-01
   1.3700000e+02   2.0700000e+02  -2.1538729e+00
   2.2500000e+02   1.3300000e+02  -2.4867606e+00
   2.2700000e+02   1.3300000e+02   1.9061207e+00
   2.2700000e+02   1.3500000e+02   1.0040671e+00
   1.3900000e+02   7.7000000e+01   1.0000000e+00
   1.4000000e+02   7.6000000e+01   1.0000000e+00
   1.4000000e+02   7.5000000e+01   1.0000000e+00
   1.4100000e+02   7.4000000e+01   1.0000000e+00
   1.4200000e+02   7.3000000e+01   1.0000000e+00
   1.4300000e+02   7.2000000e+01   1.0000000e+00
   1.4400000e+02   7.1000000e+01   1.0000000e+00
   1.4400000e+02   7.0000000e+01   1.0000000e+00
   1.4500000e+02   6.9000000e+01   1.0000000e+00
   1.4600000e+02   6.9000000e+01   1.0000000e+00
   1.4700000e+02   6.8000000e+01   1.0000000e+00
