   7.8000000e+01   1.9100000e+02  -2.6779450e+00
   9.8000000e+01   9.3000000e+01   2.8450468e+00
   2.1000000e+02   1.1700000e+02  -3.0035866e+00
   2.9400000e+02   5.8000000e+01   1.9890207e+00
   4.0000000e+01   5.4000000e+01  -5.4854940e-01
   4.1000000e+01   8.3000000e+01  -2.9654581e-01
   3.1700000e+02   1.6000000e+02  -2.0344439e+00
   3.0700000e+02   1.2900000e+02   1.2490458e+00
   2.3900000e+02   9.3000000e+01  -3.7089129e-01
   5.3000000e+01   9.7000000e+01  -5.2807445e-01
   4.8000000e+01   1.8600000e+02  -3.0309354e+00
   3.1100000e+02   1.2400000e+02   1.5430257e+00
   2.3600000e+02   1.6500000e+02   6.8767126e-01
   3.1000000e+01   1.6800000e+02  -8.3141232e-02
   7.8000000e+01   1.9100000e+02   1.0000000e+00
   7.7000000e+01   1.9000000e+02   1.0000000e+00
   7.6000000e+01   1.8900000e+02   1.0000000e+00
   7.6000000e+01   1.8800000e+02   1.0000000e+00
   7.6000000e+01   1.8700000e+02   1.0000000e+00
   7.6000000e+01   1.8600000e+02   1.0000000e+00
   7.5000000e+01   1.8500000e+02   1.0000000e+00
   7.5000000e+01   1.8400000e+02   1.0000000e+00
   7.5000000e+01   1.8300000e+02   1.0000000e+00
   9.8000000e+01   9.3000000e+01   2.0000000e+00
   9.9000000e+01   9.2000000e+01   2.0000000e+00
   9.9000000e+01   9.1000000e+01   2.0000000e+00
   9.9000000e+01   9.0000000e+01   2.0000000e+00
   9.9000000e+01   8.9000000e+01   2.0000000e+00
   9.9000000e+01   8.8000000e+01   2.0000000e+00
   1.0000000e+02   8.7000000e+01   2.0000000e+00
   1.0000000e+02   8.6000000e+01   2.0000000e+00
   1.0000000e+02   8.5000000e+01   2.0000000e+00
   2.1000000e+02   1.1700000e+02   3.0000000e+00
   2.1000000e+02   1.1600000e+02   3.0000000e+00
   2.1000000e+02   1.1500000e+02   3.0000000e+00
