   7.5000000e+01   3.9000000e+01   2.2694562e+00
   1.5000000e+02   2.0100000e+02  -2.4634733e+00
   1.7500000e+02   1.2300000e+02  -2.2655346e+00
   3.0200000e+02   2.1000000e+01  -4.9642275e-01
   3.0700000e+02   4.3000000e+01  -1.1659045e+00
   3.1900000e+02   4.9000000e+01   2.2817057e+00
   6.2000000e+01   1.0100000e+02   3.0035866e+00
   3.1700000e+02   6.2000000e+01   2.1777840e+00
   2.3000000e+02   1.4800000e+02  -2.2817057e+00
   3.0800000e+02   5.4000000e+01  -1.0851742e+00
   3.2000000e+02   7.4000000e+01   2.4069982e+00
   2.3000000e+01   1.6800000e+02   2.9495446e+00
   2.9700000e+02   1.8500000e+02   1.4327903e+00
   2.5000000e+01   1.9100000e+02   3.0584514e+00
   4.7000000e+01   1.7400000e+02   5.5498505e-02
   8.4000000e+01   1.9400000e+02   3.4653886e-01
   2.5500000e+02   1.1200000e+02  -1.9320001e+00
   2.5700000e+02   1.1200000e+02   2.4805495e+00
   2.5600000e+02   1.1400000e+02   6.6568164e-02
   7.5000000e+01   3.9000000e+01   1.0000000e+00
   7.6000000e+01   3.9000000e+01   1.0000000e+00
   7.7000000e+01   3.9000000e+01   1.0000000e+00
   7.8000000e+01   3.8000000e+01   1.0000000e+00
   7.8000000e+01   3.7000000e+01   1.0000000e+00
   7.9000000e+01   3.6000000e+01   1.0000000e+00
   7.9000000e+01   3.5000000e+01   1.0000000e+00
   7.9000000e+01   3.4000000e+01   1.0000000e+00
   7.9000000e+01   3.3000000e+01   1.0000000e+00
   1.5000000e+02   2.0100000e+02   2.0000000e+00
   1.4900000e+02   2.0000000e+02   2.0000000e+00
   1.4800000e+02   1.9900000e+02   2.0000000e+00
   1.4700000e+02   1.9800000e+02   2.0000000e+00
   1.4700000e+02   1.9700000e+02   2.0000000e+00
   1.4600000e+02   1.9600000e+02   2.0000000e+00
   1.4500000e+02   1.9500000e+02   2.0000000e+00
   1.4500000e+02   1.9400000e+02   2.0000000e+00
   1.4400000e+02   1.9300000e+02   2.0000000e+00
   1.7500000e+02   1.2300000e+02   3.0000000e+00
   1.7400000e+02   1.2400000e+02   3.0000000e+00
   1.7300000e+02   1.2300000e+02   3.0000000e+00
   1.7200000e+02   1.2200000e+02   3.0000000e+00
   1.7200000e+02   1.2100000e+02   3.0000000e+00
   1.7200000e+02   1.2000000e+02   3.0000000e+00
   1.7100000e+02   1.1900000e+02   3.0000000e+00
   1.7100000e+02   1.1800000e+02   3.0000000e+00
   1.7100000e+02   1.1700000e+02   3.0000000e+00
   3.0200000e+02   2.1000000e+01   4.0000000e+00
   3.0300000e+02   2.2000000e+01   4.0000000e+00
   3.0300000e+02   2.3000000e+01   4.0000000e+00
   3.0200000e+02   2.4000000e+01   4.0000000e+00
   3.0100000e+02   2.4000000e+01   4.0000000e+00
   3.0000000e+02   2.4000000e+01   4.0000000e+00
   2.9900000e+02   2.5000000e+01   4.0000000e+00
   2.9800000e+02   2.5000000e+01   4.0000000e+00
